Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
User Profile,Chrome 136.0.0.0,,,09-05-2025 20:09:59,09-05-2025 20:14:45,4m - 46.293s,FAILED
,,,,,,,
Test Cases/User_SignIn,Chrome 136.0.0.0,,,09-05-2025 20:09:59,09-05-2025 20:10:45,45.664s,PASSED
"openBrowser("""")",Chrome 136.0.0.0,,,09-05-2025 20:09:59,09-05-2025 20:10:03,3.356s,PASSED
"navigateToUrl(""http://localhost:3000/"")",Chrome 136.0.0.0,,,09-05-2025 20:10:03,09-05-2025 20:10:05,2.354s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/a_Back to Register""))",Chrome 136.0.0.0,,,09-05-2025 20:10:05,09-05-2025 20:10:06,0.545s,PASSED
"setText(findTestObject(""Object Repository/Page_Employee Sustainability Page/input_Username_input""), ""vika"")",Chrome 136.0.0.0,,,09-05-2025 20:10:06,09-05-2025 20:10:06,0.714s,PASSED
"setText(findTestObject(""Object Repository/Page_Employee Sustainability Page/input_Name_input""), ""Vika"")",Chrome 136.0.0.0,,,09-05-2025 20:10:06,09-05-2025 20:10:07,0.621s,PASSED
"setText(findTestObject(""Object Repository/Page_Employee Sustainability Page/input_Surname_input""), ""Ushkalo"")",Chrome 136.0.0.0,,,09-05-2025 20:10:07,09-05-2025 20:10:08,0.610s,PASSED
"setText(findTestObject(""Object Repository/Page_Employee Sustainability Page/input_Age_input""), ""16"")",Chrome 136.0.0.0,,,09-05-2025 20:10:08,09-05-2025 20:10:08,0.644s,PASSED
"setText(findTestObject(""Object Repository/Page_Employee Sustainability Page/input_Phone_input""), ""+3859668575"")",Chrome 136.0.0.0,,,09-05-2025 20:10:08,09-05-2025 20:10:09,0.611s,PASSED
"setText(findTestObject(""Object Repository/Page_Employee Sustainability Page/input_Email Address_input""), ""vika@ktu.lt"")",Chrome 136.0.0.0,,,09-05-2025 20:10:09,09-05-2025 20:10:09,0.605s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Employee Sustainability Page/select_Select GenderMaleFemale""), ""female"", true)",Chrome 136.0.0.0,,,09-05-2025 20:10:09,09-05-2025 20:10:10,0.931s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Employee Sustainability Page/input_Password_input""), ""aeHFOx8jV/A="")",Chrome 136.0.0.0,,,09-05-2025 20:10:10,09-05-2025 20:10:11,0.398s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Employee Sustainability Page/input_Confirm Password_input""), ""aeHFOx8jV/A="")",Chrome 136.0.0.0,,,09-05-2025 20:10:11,09-05-2025 20:10:11,0.332s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/path""))",Chrome 136.0.0.0,,,09-05-2025 20:10:11,09-05-2025 20:10:45,33.631s,PASSED
,,,,,,,
Test Cases/User_Login,Chrome 136.0.0.0,,,09-05-2025 20:12:29,09-05-2025 20:13:25,56.141s,PASSED
"openBrowser("""")",Chrome 136.0.0.0,,,09-05-2025 20:12:29,09-05-2025 20:12:30,1.155s,PASSED
"navigateToUrl(""http://localhost:3000/"")",Chrome 136.0.0.0,,,09-05-2025 20:12:30,09-05-2025 20:12:32,1.990s,PASSED
"setText(findTestObject(""Object Repository/Page_Employee Sustainability Page/input_Username_input""), ""vika"")",Chrome 136.0.0.0,,,09-05-2025 20:12:32,09-05-2025 20:12:33,0.726s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Employee Sustainability Page/input_Password_input""), ""aeHFOx8jV/A="")",Chrome 136.0.0.0,,,09-05-2025 20:12:33,09-05-2025 20:12:33,0.333s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/strong_My Profile""))",Chrome 136.0.0.0,,,09-05-2025 20:12:33,09-05-2025 20:13:05,31.465s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/div_My ProfileFootprint CalculatorAnalytics_0db291""))",Chrome 136.0.0.0,,,09-05-2025 20:13:05,09-05-2025 20:13:24,18.694s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/strong_Footprint Calculator""))",Chrome 136.0.0.0,,,09-05-2025 20:13:24,09-05-2025 20:13:24,0.531s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/strong_Analytics""))",Chrome 136.0.0.0,,,09-05-2025 20:13:24,09-05-2025 20:13:24,0.312s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/strong_Explore""))",Chrome 136.0.0.0,,,09-05-2025 20:13:24,09-05-2025 20:13:25,0.298s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/strong_Schedule""))",Chrome 136.0.0.0,,,09-05-2025 20:13:25,09-05-2025 20:13:25,0.303s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/span_Schedule_icon""))",Chrome 136.0.0.0,,,09-05-2025 20:13:25,09-05-2025 20:13:25,0.313s,PASSED
,,,,,,,
Test Cases/Reward_Badges,Chrome 136.0.0.0,,,09-05-2025 20:14:38,09-05-2025 20:14:45,6.903s,FAILED
"openBrowser("""")",Chrome 136.0.0.0,,,09-05-2025 20:14:38,09-05-2025 20:14:39,1.249s,PASSED
"navigateToUrl(""http://localhost:3000/"")",Chrome 136.0.0.0,,,09-05-2025 20:14:39,09-05-2025 20:14:44,4.566s,PASSED
"setText(findTestObject(""Object Repository/Page_Employee Sustainability Page/input_Username_input""), ""anna"")",Chrome 136.0.0.0,,,09-05-2025 20:14:44,09-05-2025 20:14:45,1.067s,FAILED
